SN;Commodity;Date;Unit;Minimum;Maximum;Average
29701;Tomato Big(Nepali);14/11/2014;Kg;30;32;31
29770;Tomato Big(Nepali);15/11/2014;Kg;30;32;31
29839;Tomato Big(Nepali);16/11/2014;Kg;30;32;31
29910;Tomato Big(Nepali);17/11/2014;Kg;25;30;27.5
29984;Tomato Big(Nepali);18/11/2014;Kg;25;30;27.5
30059;Tomato Big(Nepali);19/11/2014;Kg;24;28;26
30132;Tomato Big(Nepali);20/11/2014;Kg;25;30;27.5
30207;Tomato Big(Nepali);21/11/2014;Kg;26;28;27
30283;Tomato Big(Nepali);22/11/2014;Kg;26;28;27
30348;Tomato Big(Nepali);23/11/2014;Kg;25;30;27.5
30419;Tomato Big(Nepali);24/11/2014;Kg;30;35;32.5
30490;Tomato Big(Nepali);25/11/2014;Kg;35;40;37.5
30560;Tomato Big(Nepali);26/11/2014;Kg;35;40;37.5
30630;Tomato Big(Nepali);27/11/2014;Kg;35;40;37.5
30693;Tomato Big(Nepali);28/11/2014;Kg;40;50;45
30763;Tomato Big(Nepali);29/11/2014;Kg;40;45;42.5
30834;Tomato Big(Nepali);30/11/2014;Kg;35;40;37.5
30898;Tomato Big(Nepali);01/12/2014;Kg;35;40;37.5
30971;Tomato Big(Nepali);02/12/2014;Kg;35;40;37.5
31045;Tomato Big(Nepali);03/12/2014;Kg;35;40;37.5
31119;Tomato Big(Nepali);04/12/2014;Kg;35;40;37.5
31191;Tomato Big(Nepali);05/12/2014;Kg;35;40;37.5
31264;Tomato Big(Nepali);06/12/2014;Kg;35;40;37.5
31336;Tomato Big(Nepali);07/12/2014;Kg;35;40;37.5
31408;Tomato Big(Nepali);08/12/2014;Kg;35;40;37.5
31476;Tomato Big(Nepali);09/12/2014;Kg;45;50;47.5
31537;Tomato Big(Nepali);10/12/2014;Kg;45;50;47.5
31598;Tomato Big(Nepali);11/12/2014;Kg;40;45;42.5
31668;Tomato Big(Nepali);12/12/2014;Kg;30;40;35
31740;Tomato Big(Nepali);13/12/2014;Kg;35;40;37.5
31811;Tomato Big(Nepali);14/12/2014;Kg;35;40;37.5
31882;Tomato Big(Nepali);15/12/2014;Kg;35;40;37.5
31953;Tomato Big(Nepali);16/12/2014;Kg;35;40;37.5
32027;Tomato Big(Nepali);17/12/2014;Kg;40;45;42.5
32097;Tomato Big(Nepali);18/12/2014;Kg;35;40;37.5
32172;Tomato Big(Nepali);19/12/2014;Kg;35;40;37.5
32246;Tomato Big(Nepali);21/12/2014;Kg;35;40;37.5
32317;Tomato Big(Nepali);22/12/2014;Kg;35;40;37.5
32390;Tomato Big(Nepali);23/12/2014;Kg;40;45;42.5
32463;Tomato Big(Nepali);24/12/2014;Kg;40;45;42.5
32537;Tomato Big(Nepali);25/12/2014;Kg;40;45;42.5
32607;Tomato Big(Nepali);26/12/2014;Kg;40;50;45
32682;Tomato Big(Nepali);27/12/2014;Kg;40;45;42.5
32834;Tomato Big(Nepali);29/12/2014;Kg;38;40;39
32910;Tomato Big(Nepali);30/12/2014;Kg;40;45;42.5
32987;Tomato Big(Nepali);31/12/2014;Kg;35;40;37.5
33066;Tomato Big(Nepali);01/01/2015;Kg;35;40;37.5
33145;Tomato Big(Nepali);02/01/2015;Kg;35;40;37.5
33223;Tomato Big(Nepali);03/01/2015;Kg;40;45;42.5
33300;Tomato Big(Nepali);04/01/2015;Kg;35;40;37.5
33377;Tomato Big(Nepali);05/01/2015;Kg;35;40;37.5
33456;Tomato Big(Nepali);06/01/2015;Kg;40;45;42.5
33533;Tomato Big(Nepali);07/01/2015;Kg;38;40;39
33611;Tomato Big(Nepali);08/01/2015;Kg;35;40;37.5
33687;Tomato Big(Nepali);09/01/2015;Kg;38;42;40
33765;Tomato Big(Nepali);11/01/2015;Kg;18;20;19
33840;Tomato Big(Nepali);12/01/2015;Kg;25;30;27.5
33919;Tomato Big(Nepali);13/01/2015;Kg;28;30;29
34000;Tomato Big(Nepali);14/01/2015;Kg;28;30;29
34081;Tomato Big(Nepali);15/01/2015;Kg;25;30;27.5
34149;Tomato Big(Nepali);16/01/2015;Kg;28;30;29
34225;Tomato Big(Nepali);17/01/2015;Kg;25;30;27.5
34302;Tomato Big(Nepali);18/01/2015;Kg;40;50;45
34378;Tomato Big(Nepali);19/01/2015;Kg;30;40;35
34457;Tomato Big(Nepali);20/01/2015;Kg;30;30;30
34528;Tomato Big(Nepali);21/01/2015;Kg;30;35;32.5
34603;Tomato Big(Nepali);22/01/2015;Kg;30;35;32.5
34680;Tomato Big(Nepali);23/01/2015;Kg;30;35;32.5
34757;Tomato Big(Nepali);25/01/2015;Kg;30;35;32.5
34834;Tomato Big(Nepali);26/01/2015;Kg;30;35;32.5
34909;Tomato Big(Nepali);27/01/2015;Kg;28;30;29
34984;Tomato Big(Nepali);28/01/2015;Kg;25;30;27.5
35061;Tomato Big(Nepali);29/01/2015;Kg;30;40;35
35140;Tomato Big(Nepali);31/01/2015;Kg;35;40;37.5
35219;Tomato Big(Nepali);01/02/2015;Kg;35;40;37.5
35296;Tomato Big(Nepali);02/02/2015;Kg;30;35;32.5
35374;Tomato Big(Nepali);03/02/2015;Kg;30;35;32.5
35452;Tomato Big(Nepali);04/02/2015;Kg;25;30;27.5
35527;Tomato Big(Nepali);05/02/2015;Kg;25;30;27.5
35602;Tomato Big(Nepali);06/02/2015;Kg;25;30;27.5
35679;Tomato Big(Nepali);07/02/2015;Kg;25;30;27.5
35757;Tomato Big(Nepali);08/02/2015;Kg;25;30;27.5
35834;Tomato Big(Nepali);09/02/2015;Kg;25;30;27.5
35911;Tomato Big(Nepali);10/02/2015;Kg;25;30;27.5
35989;Tomato Big(Nepali);11/02/2015;Kg;25;30;27.5
36067;Tomato Big(Nepali);12/02/2015;Kg;25;30;27.5
36144;Tomato Big(Nepali);13/02/2015;Kg;25;30;27.5
36220;Tomato Big(Nepali);14/02/2015;Kg;25;30;27.5
36298;Tomato Big(Nepali);15/02/2015;Kg;25;30;27.5
36376;Tomato Big(Nepali);16/02/2015;Kg;25;30;27.5
36453;Tomato Big(Nepali);18/02/2015;Kg;25;30;27.5
36532;Tomato Big(Nepali);19/02/2015;Kg;25;30;27.5
36610;Tomato Big(Nepali);20/02/2015;Kg;25;30;27.5
36688;Tomato Big(Nepali);22/02/2015;Kg;25;30;27.5
36767;Tomato Big(Nepali);23/02/2015;Kg;25;30;27.5
36848;Tomato Big(Nepali);24/02/2015;Kg;25;30;27.5
36925;Tomato Big(Nepali);25/02/2015;Kg;25;30;27.5
36998;Tomato Big(Nepali);26/02/2015;Kg;25;30;27.5
37073;Tomato Big(Nepali);27/02/2015;Kg;25;30;27.5
37148;Tomato Big(Nepali);01/03/2015;Kg;25;30;27.5
37224;Tomato Big(Nepali);02/03/2015;Kg;25;30;27.5
37296;Tomato Big(Nepali);03/03/2015;Kg;30;35;32.5
37373;Tomato Big(Nepali);06/03/2015;Kg;30;35;32.5
37449;Tomato Big(Nepali);09/03/2015;Kg;30;36;33
37519;Tomato Big(Nepali);10/03/2015;Kg;30;36;33
37594;Tomato Big(Nepali);11/03/2015;Kg;35;42;38.5
37667;Tomato Big(Nepali);12/03/2015;Kg;35;45;40
37739;Tomato Big(Nepali);13/03/2015;Kg;40;45;42.5
37811;Tomato Big(Nepali);14/03/2015;Kg;40;45;42.5
37889;Tomato Big(Nepali);15/03/2015;Kg;40;45;42.5
37928;Tomato Big(Nepali);16/03/2015;Kg;38;40;39
38005;Tomato Big(Nepali);17/03/2015;Kg;35;40;37.5
38082;Tomato Big(Nepali);18/03/2015;Kg;35;40;37.5
38160;Tomato Big(Nepali);19/03/2015;Kg;38;40;39
38238;Tomato Big(Nepali);20/03/2015;Kg;35;40;37.5
38317;Tomato Big(Nepali);21/03/2015;Kg;35;40;37.5
38396;Tomato Big(Nepali);22/03/2015;Kg;35;40;37.5
38475;Tomato Big(Nepali);23/03/2015;Kg;35;40;37.5
38554;Tomato Big(Nepali);24/03/2015;Kg;35;40;37.5
38631;Tomato Big(Nepali);25/03/2015;Kg;35;40;37.5
38710;Tomato Big(Nepali);26/03/2015;Kg;35;40;37.5
38786;Tomato Big(Nepali);27/03/2015;Kg;35;42;38.5
38863;Tomato Big(Nepali);28/03/2015;Kg;45;50;47.5
38936;Tomato Big(Nepali);29/03/2015;Kg;55;60;57.5
39009;Tomato Big(Nepali);30/03/2015;Kg;50;55;52.5
39087;Tomato Big(Nepali);31/03/2015;Kg;40;45;42.5
39165;Tomato Big(Nepali);01/04/2015;Kg;40;45;42.5
39244;Tomato Big(Nepali);02/04/2015;Kg;38;45;41.5
39322;Tomato Big(Nepali);03/04/2015;Kg;30;35;32.5
39399;Tomato Big(Nepali);04/04/2015;Kg;30;35;32.5
39476;Tomato Big(Nepali);05/04/2015;Kg;30;35;32.5
39552;Tomato Big(Nepali);06/04/2015;Kg;30;35;32.5
39629;Tomato Big(Nepali);07/04/2015;Kg;30;35;32.5
39704;Tomato Big(Nepali);08/04/2015;Kg;30;35;32.5
39780;Tomato Big(Nepali);10/04/2015;Kg;38;40;39
39859;Tomato Big(Nepali);12/04/2015;Kg;45;50;47.5
39933;Tomato Big(Nepali);13/04/2015;Kg;40;45;42.5
40008;Tomato Big(Nepali);14/04/2015;Kg;40;42;41
40081;Tomato Big(Nepali);15/04/2015;Kg;35;40;37.5
40157;Tomato Big(Nepali);16/04/2015;Kg;35;40;37.5
40233;Tomato Big(Nepali);17/04/2015;Kg;35;40;37.5
40308;Tomato Big(Nepali);18/04/2015;Kg;32;36;34
40384;Tomato Big(Nepali);19/04/2015;Kg;35;40;37.5
40457;Tomato Big(Nepali);20/04/2015;Kg;28;30;29
40533;Tomato Big(Nepali);21/04/2015;Kg;30;35;32.5
40607;Tomato Big(Nepali);22/04/2015;Kg;35;40;37.5
40681;Tomato Big(Nepali);23/04/2015;Kg;35;40;37.5
40755;Tomato Big(Nepali);24/04/2015;Kg;35;40;37.5
40831;Tomato Big(Nepali);25/04/2015;Kg;35;40;37.5
40903;Tomato Big(Nepali);26/04/2015;Kg;35;45;40
40975;Tomato Big(Nepali);27/04/2015;Kg;35;45;40
41048;Tomato Big(Nepali);28/04/2015;Kg;60;65;62.5
41121;Tomato Big(Nepali);29/04/2015;Kg;45;50;47.5
41192;Tomato Big(Nepali);30/04/2015;Kg;40;45;42.5
41263;Tomato Big(Nepali);01/05/2015;Kg;40;45;42.5
41329;Tomato Big(Nepali);02/05/2015;Kg;35;40;37.5
41393;Tomato Big(Nepali);03/05/2015;Kg;35;40;37.5
41465;Tomato Big(Nepali);04/05/2015;Kg;50;55;52.5
41537;Tomato Big(Nepali);05/05/2015;Kg;60;65;62.5
41609;Tomato Big(Nepali);06/05/2015;Kg;60;65;62.5
41684;Tomato Big(Nepali);07/05/2015;Kg;60;65;62.5
41759;Tomato Big(Nepali);08/05/2015;Kg;60;65;62.5
41832;Tomato Big(Nepali);10/05/2015;Kg;55;60;57.5
41905;Tomato Big(Nepali);11/05/2015;Kg;50;55;52.5
41978;Tomato Big(Nepali);12/05/2015;Kg;40;45;42.5
42051;Tomato Big(Nepali);13/05/2015;Kg;35;40;37.5
42123;Tomato Big(Nepali);14/05/2015;Kg;40;45;42.5
42194;Tomato Big(Nepali);15/05/2015;Kg;35;40;37.5
42266;Tomato Big(Nepali);16/05/2015;Kg;35;40;37.5
42337;Tomato Big(Nepali);17/05/2015;Kg;35;40;37.5
42408;Tomato Big(Nepali);18/05/2015;Kg;35;40;37.5
42479;Tomato Big(Nepali);19/05/2015;Kg;35;40;37.5
42550;Tomato Big(Nepali);20/05/2015;Kg;40;45;42.5
42621;Tomato Big(Nepali);21/05/2015;Kg;40;45;42.5
42692;Tomato Big(Nepali);22/05/2015;Kg;60;65;62.5
42763;Tomato Big(Nepali);23/05/2015;Kg;70;75;72.5
42834;Tomato Big(Nepali);24/05/2015;Kg;60;62;61
42904;Tomato Big(Nepali);25/05/2015;Kg;60;65;62.5
42974;Tomato Big(Nepali);26/05/2015;Kg;60;65;62.5
43044;Tomato Big(Nepali);27/05/2015;Kg;45;50;47.5
43114;Tomato Big(Nepali);28/05/2015;Kg;55;60;57.5
43184;Tomato Big(Nepali);29/05/2015;Kg;55;65;60
43253;Tomato Big(Nepali);30/05/2015;Kg;45;55;50
43324;Tomato Big(Nepali);31/05/2015;Kg;50;55;52.5
43391;Tomato Big(Nepali);01/06/2015;Kg;45;50;47.5
43459;Tomato Big(Nepali);02/06/2015;Kg;40;45;42.5
43527;Tomato Big(Nepali);03/06/2015;Kg;40;45;42.5
43595;Tomato Big(Nepali);04/06/2015;Kg;45;50;47.5
43664;Tomato Big(Nepali);05/06/2015;Kg;40;45;42.5
43733;Tomato Big(Nepali);06/06/2015;Kg;45;50;47.5
43803;Tomato Big(Nepali);07/06/2015;Kg;38;40;39
43873;Tomato Big(Nepali);08/06/2015;Kg;40;42;41
43943;Tomato Big(Nepali);09/06/2015;Kg;38;40;39
44012;Tomato Big(Nepali);10/06/2015;Kg;38;40;39
44080;Tomato Big(Nepali);11/06/2015;Kg;38;40;39
44149;Tomato Big(Nepali);12/06/2015;Kg;38;40;39
44218;Tomato Big(Nepali);13/06/2015;Kg;38;45;41.5
44288;Tomato Big(Nepali);14/06/2015;Kg;40;42;41
44358;Tomato Big(Nepali);15/06/2015;Kg;38;42;40
44427;Tomato Big(Nepali);16/06/2015;Kg;28;32;30
44496;Tomato Big(Nepali);17/06/2015;Kg;45;50;47.5
44566;Tomato Big(Nepali);18/06/2015;Kg;40;45;42.5
44636;Tomato Big(Nepali);19/06/2015;Kg;40;45;42.5
44706;Tomato Big(Nepali);20/06/2015;Kg;38;45;41.5
44777;Tomato Big(Nepali);21/06/2015;Kg;38;42;40
44847;Tomato Big(Nepali);22/06/2015;Kg;38;45;41.5
44917;Tomato Big(Nepali);23/06/2015;Kg;40;45;42.5
44985;Tomato Big(Nepali);24/06/2015;Kg;40;45;42.5
45053;Tomato Big(Nepali);25/06/2015;Kg;40;48;44
45121;Tomato Big(Nepali);26/06/2015;Kg;50;60;55
45189;Tomato Big(Nepali);27/06/2015;Kg;50;60;55
45258;Tomato Big(Nepali);28/06/2015;Kg;55;60;57.5
45326;Tomato Big(Nepali);29/06/2015;Kg;50;60;55
45394;Tomato Big(Nepali);30/06/2015;Kg;50;60;55
45462;Tomato Big(Nepali);01/07/2015;Kg;50;60;55
45531;Tomato Big(Nepali);02/07/2015;Kg;50;60;55
45600;Tomato Big(Nepali);03/07/2015;Kg;50;60;55
45669;Tomato Big(Nepali);04/07/2015;Kg;55;65;60
45737;Tomato Big(Nepali);05/07/2015;Kg;50;60;55
45806;Tomato Big(Nepali);06/07/2015;Kg;50;60;55
45874;Tomato Big(Nepali);07/07/2015;Kg;50;60;55
45942;Tomato Big(Nepali);08/07/2015;Kg;50;60;55
46010;Tomato Big(Nepali);09/07/2015;Kg;50;60;55
46079;Tomato Big(Nepali);10/07/2015;Kg;50;60;55
46147;Tomato Big(Nepali);11/07/2015;Kg;50;60;55
46215;Tomato Big(Nepali);12/07/2015;Kg;60;70;65
46283;Tomato Big(Nepali);13/07/2015;Kg;60;70;65
46350;Tomato Big(Nepali);14/07/2015;Kg;60;70;65
46416;Tomato Big(Nepali);15/07/2015;Kg;50;60;55
46483;Tomato Big(Nepali);16/07/2015;Kg;50;60;55
46553;Tomato Big(Nepali);17/07/2015;Kg;50;60;55
46623;Tomato Big(Nepali);18/07/2015;Kg;50;60;55
46692;Tomato Big(Nepali);19/07/2015;Kg;50;60;55
46762;Tomato Big(Nepali);20/07/2015;Kg;50;60;55
46832;Tomato Big(Nepali);21/07/2015;Kg;60;70;65
46900;Tomato Big(Nepali);22/07/2015;Kg;50;60;55
46970;Tomato Big(Nepali);23/07/2015;Kg;50;60;55
47040;Tomato Big(Nepali);24/07/2015;Kg;50;60;55
47111;Tomato Big(Nepali);25/07/2015;Kg;55;65;60
47180;Tomato Big(Nepali);26/07/2015;Kg;50;60;55
47251;Tomato Big(Nepali);27/07/2015;Kg;40;50;45
47321;Tomato Big(Nepali);28/07/2015;Kg;40;50;45
47391;Tomato Big(Nepali);29/07/2015;Kg;45;55;50
47461;Tomato Big(Nepali);30/07/2015;Kg;45;55;50
47530;Tomato Big(Nepali);31/07/2015;Kg;45;55;50
47600;Tomato Big(Nepali);01/08/2015;Kg;48;55;51.5
47671;Tomato Big(Nepali);02/08/2015;Kg;50;60;55
47742;Tomato Big(Nepali);03/08/2015;Kg;50;60;55
47813;Tomato Big(Nepali);04/08/2015;Kg;50;60;55
47884;Tomato Big(Nepali);05/08/2015;Kg;50;60;55
47955;Tomato Big(Nepali);06/08/2015;Kg;40;50;45
48025;Tomato Big(Nepali);07/08/2015;Kg;40;50;45
48094;Tomato Big(Nepali);08/08/2015;Kg;48;55;51.5
48164;Tomato Big(Nepali);09/08/2015;Kg;50;60;55
48234;Tomato Big(Nepali);10/08/2015;Kg;40;50;45
48305;Tomato Big(Nepali);11/08/2015;Kg;40;50;45
48375;Tomato Big(Nepali);12/08/2015;Kg;40;50;45
48446;Tomato Big(Nepali);13/08/2015;Kg;40;50;45
48517;Tomato Big(Nepali);14/08/2015;Kg;40;45;42.5
48587;Tomato Big(Nepali);15/08/2015;Kg;35;44;39.5
48657;Tomato Big(Nepali);16/08/2015;Kg;35;45;40
48728;Tomato Big(Nepali);17/08/2015;Kg;35;40;37.5
48799;Tomato Big(Nepali);18/08/2015;Kg;35;40;37.5
48869;Tomato Big(Nepali);19/08/2015;Kg;35;40;37.5
48940;Tomato Big(Nepali);20/08/2015;Kg;35;40;37.5
49011;Tomato Big(Nepali);21/08/2015;Kg;40;45;42.5
49082;Tomato Big(Nepali);22/08/2015;Kg;35;45;40
49151;Tomato Big(Nepali);23/08/2015;Kg;40;50;45
49222;Tomato Big(Nepali);24/08/2015;Kg;40;50;45
49293;Tomato Big(Nepali);25/08/2015;Kg;35;40;37.5
49363;Tomato Big(Nepali);26/08/2015;Kg;40;45;42.5
49433;Tomato Big(Nepali);27/08/2015;Kg;40;50;45
49503;Tomato Big(Nepali);28/08/2015;Kg;40;45;42.5
49570;Tomato Big(Nepali);29/08/2015;Kg;40;42;41
49640;Tomato Big(Nepali);30/08/2015;Kg;40;44;42
49707;Tomato Big(Nepali);31/08/2015;Kg;40;43;41.5
49772;Tomato Big(Nepali);01/09/2015;Kg;35;40;37.5
49839;Tomato Big(Nepali);02/09/2015;Kg;35;40;37.5
49905;Tomato Big(Nepali);03/09/2015;Kg;35;40;37.5
49973;Tomato Big(Nepali);04/09/2015;Kg;35;40;37.5
50041;Tomato Big(Nepali);05/09/2015;Kg;30;40;35
50109;Tomato Big(Nepali);06/09/2015;Kg;30;35;32.5
50177;Tomato Big(Nepali);07/09/2015;Kg;30;35;32.5
50244;Tomato Big(Nepali);08/09/2015;Kg;30;35;32.5
50312;Tomato Big(Nepali);09/09/2015;Kg;28;30;29
50381;Tomato Big(Nepali);10/09/2015;Kg;28;30;29
50450;Tomato Big(Nepali);11/09/2015;Kg;25;30;27.5
50520;Tomato Big(Nepali);12/09/2015;Kg;22;30;26
50589;Tomato Big(Nepali);13/09/2015;Kg;30;40;35
50659;Tomato Big(Nepali);14/09/2015;Kg;35;40;37.5
50729;Tomato Big(Nepali);15/09/2015;Kg;35;40;37.5
50798;Tomato Big(Nepali);16/09/2015;Kg;30;40;35
50867;Tomato Big(Nepali);17/09/2015;Kg;30;35;32.5
50935;Tomato Big(Nepali);18/09/2015;Kg;30;35;32.5
51004;Tomato Big(Nepali);19/09/2015;Kg;28;32;30
51074;Tomato Big(Nepali);20/09/2015;Kg;28;35;31.5
51143;Tomato Big(Nepali);21/09/2015;Kg;28;35;31.5
51212;Tomato Big(Nepali);22/09/2015;Kg;30;35;32.5
51281;Tomato Big(Nepali);23/09/2015;Kg;35;40;37.5
51351;Tomato Big(Nepali);24/09/2015;Kg;35;40;37.5
51423;Tomato Big(Nepali);25/09/2015;Kg;30;40;35
51494;Tomato Big(Nepali);26/09/2015;Kg;30;40;35
51564;Tomato Big(Nepali);27/09/2015;Kg;35;40;37.5
51635;Tomato Big(Nepali);28/09/2015;Kg;35;40;37.5
51706;Tomato Big(Nepali);29/09/2015;Kg;50;55;52.5
51776;Tomato Big(Nepali);30/09/2015;Kg;60;65;62.5
51844;Tomato Big(Nepali);01/10/2015;Kg;55;60;57.5
51912;Tomato Big(Nepali);02/10/2015;Kg;55;60;57.5
51982;Tomato Big(Nepali);03/10/2015;Kg;45;55;50
52054;Tomato Big(Nepali);04/10/2015;Kg;50;55;52.5
52124;Tomato Big(Nepali);05/10/2015;Kg;45;50;47.5
52194;Tomato Big(Nepali);06/10/2015;Kg;35;40;37.5
52263;Tomato Big(Nepali);07/10/2015;Kg;35;40;37.5
52331;Tomato Big(Nepali);08/10/2015;Kg;35;40;37.5
52399;Tomato Big(Nepali);09/10/2015;Kg;35;40;37.5
52467;Tomato Big(Nepali);10/10/2015;Kg;35;42;38.5
52536;Tomato Big(Nepali);11/10/2015;Kg;40;50;45
52604;Tomato Big(Nepali);12/10/2015;Kg;40;50;45
52670;Tomato Big(Nepali);13/10/2015;Kg;40;50;45
52735;Tomato Big(Nepali);14/10/2015;Kg;45;50;47.5
52804;Tomato Big(Nepali);15/10/2015;Kg;50;60;55
52872;Tomato Big(Nepali);16/10/2015;Kg;40;50;45
52941;Tomato Big(Nepali);17/10/2015;Kg;40;50;45
53014;Tomato Big(Nepali);18/10/2015;Kg;40;50;45
53082;Tomato Big(Nepali);19/10/2015;Kg;40;50;45
53150;Tomato Big(Nepali);20/10/2015;Kg;40;50;45
53218;Tomato Big(Nepali);21/10/2015;Kg;40;50;45
53281;Tomato Big(Nepali);22/10/2015;Kg;40;50;45
53343;Tomato Big(Nepali);23/10/2015;Kg;40;50;45
53406;Tomato Big(Nepali);24/10/2015;Kg;40;50;45
53471;Tomato Big(Nepali);25/10/2015;Kg;40;50;45
53535;Tomato Big(Nepali);26/10/2015;Kg;35;40;37.5
53598;Tomato Big(Nepali);27/10/2015;Kg;30;40;35
53666;Tomato Big(Nepali);28/10/2015;Kg;30;40;35
53735;Tomato Big(Nepali);29/10/2015;Kg;25;30;27.5
53804;Tomato Big(Nepali);30/10/2015;Kg;30;40;35
53871;Tomato Big(Nepali);31/10/2015;Kg;35;42;38.5
53940;Tomato Big(Nepali);01/11/2015;Kg;40;50;45
54006;Tomato Big(Nepali);02/11/2015;Kg;50;60;55
54075;Tomato Big(Nepali);03/11/2015;Kg;50;60;55
54142;Tomato Big(Nepali);04/11/2015;Kg;50;60;55
54210;Tomato Big(Nepali);05/11/2015;Kg;50;60;55
54279;Tomato Big(Nepali);06/11/2015;Kg;50;60;55
54348;Tomato Big(Nepali);07/11/2015;Kg;55;60;57.5
54418;Tomato Big(Nepali);08/11/2015;Kg;50;60;55
54485;Tomato Big(Nepali);09/11/2015;Kg;50;60;55
54554;Tomato Big(Nepali);10/11/2015;Kg;55;65;60
54623;Tomato Big(Nepali);11/11/2015;Kg;60;70;65
54692;Tomato Big(Nepali);12/11/2015;Kg;70;80;75
54764;Tomato Big(Nepali);13/11/2015;Kg;70;80;75
54812;Tomato Big(Nepali);14/11/2015;Kg;68;80;74
54879;Tomato Big(Nepali);15/11/2015;Kg;90;100;95
54947;Tomato Big(Nepali);16/11/2015;Kg;70;80;75
55016;Tomato Big(Nepali);17/11/2015;Kg;90;100;95
55085;Tomato Big(Nepali);18/11/2015;Kg;70;80;75
55155;Tomato Big(Nepali);19/11/2015;Kg;70;80;75
55225;Tomato Big(Nepali);20/11/2015;Kg;70;80;75
55294;Tomato Big(Nepali);21/11/2015;Kg;65;75;70
55366;Tomato Big(Nepali);22/11/2015;Kg;60;70;65
55436;Tomato Big(Nepali);23/11/2015;Kg;70;80;75
55506;Tomato Big(Nepali);24/11/2015;Kg;60;70;65
55577;Tomato Big(Nepali);25/11/2015;Kg;70;80;75
55648;Tomato Big(Nepali);26/11/2015;Kg;80;90;85
55719;Tomato Big(Nepali);27/11/2015;Kg;90;100;95
55790;Tomato Big(Nepali);28/11/2015;Kg;80;86;83
55861;Tomato Big(Nepali);29/11/2015;Kg;60;70;65
55931;Tomato Big(Nepali);30/11/2015;Kg;70;80;75
56001;Tomato Big(Nepali);01/12/2015;Kg;70;80;75
56071;Tomato Big(Nepali);02/12/2015;Kg;60;70;65
56141;Tomato Big(Nepali);03/12/2015;Kg;60;70;65
56211;Tomato Big(Nepali);04/12/2015;Kg;50;60;55
56281;Tomato Big(Nepali);05/12/2015;Kg;45;55;50
56352;Tomato Big(Nepali);06/12/2015;Kg;50;55;52.5
56422;Tomato Big(Nepali);07/12/2015;Kg;50;60;55
56492;Tomato Big(Nepali);08/12/2015;Kg;50;60;55
56562;Tomato Big(Nepali);09/12/2015;Kg;50;60;55
56634;Tomato Big(Nepali);10/12/2015;Kg;45;50;47.5
56706;Tomato Big(Nepali);11/12/2015;Kg;45;50;47.5
56778;Tomato Big(Nepali);12/12/2015;Kg;50;60;55
56850;Tomato Big(Nepali);13/12/2015;Kg;50;60;55
56921;Tomato Big(Nepali);14/12/2015;Kg;50;60;55
56991;Tomato Big(Nepali);15/12/2015;Kg;50;60;55
57063;Tomato Big(Nepali);16/12/2015;Kg;45;50;47.5
57135;Tomato Big(Nepali);17/12/2015;Kg;40;50;45
57205;Tomato Big(Nepali);18/12/2015;Kg;40;50;45
57277;Tomato Big(Nepali);19/12/2015;Kg;40;50;45
57350;Tomato Big(Nepali);20/12/2015;Kg;45;50;47.5
57423;Tomato Big(Nepali);21/12/2015;Kg;40;50;45
57496;Tomato Big(Nepali);22/12/2015;Kg;40;50;45
57569;Tomato Big(Nepali);23/12/2015;Kg;40;50;45
57641;Tomato Big(Nepali);24/12/2015;Kg;40;50;45
57714;Tomato Big(Nepali);25/12/2015;Kg;40;50;45
57787;Tomato Big(Nepali);26/12/2015;Kg;50;60;55
57859;Tomato Big(Nepali);27/12/2015;Kg;50;60;55
57931;Tomato Big(Nepali);28/12/2015;Kg;50;60;55
58005;Tomato Big(Nepali);29/12/2015;Kg;50;60;55
58079;Tomato Big(Nepali);30/12/2015;Kg;50;55;52.5
58153;Tomato Big(Nepali);31/12/2015;Kg;50;60;55
58227;Tomato Big(Nepali);01/01/2016;Kg;50;60;55
58300;Tomato Big(Nepali);02/01/2016;Kg;50;60;55
58373;Tomato Big(Nepali);03/01/2016;Kg;40;50;45
58446;Tomato Big(Nepali);04/01/2016;Kg;40;50;45
58520;Tomato Big(Nepali);05/01/2016;Kg;40;50;45
58594;Tomato Big(Nepali);06/01/2016;Kg;40;50;45
58669;Tomato Big(Nepali);07/01/2016;Kg;40;50;45
58744;Tomato Big(Nepali);08/01/2016;Kg;40;45;42.5
58819;Tomato Big(Nepali);09/01/2016;Kg;38;45;41.5
58893;Tomato Big(Nepali);10/01/2016;Kg;40;45;42.5
58968;Tomato Big(Nepali);11/01/2016;Kg;40;45;42.5
59043;Tomato Big(Nepali);12/01/2016;Kg;40;45;42.5
59118;Tomato Big(Nepali);13/01/2016;Kg;40;50;45
59193;Tomato Big(Nepali);14/01/2016;Kg;40;45;42.5
59268;Tomato Big(Nepali);15/01/2016;Kg;40;45;42.5
59343;Tomato Big(Nepali);16/01/2016;Kg;40;50;45
59418;Tomato Big(Nepali);17/01/2016;Kg;40;45;42.5
59493;Tomato Big(Nepali);18/01/2016;Kg;40;45;42.5
59568;Tomato Big(Nepali);19/01/2016;Kg;40;50;45
59643;Tomato Big(Nepali);20/01/2016;Kg;40;50;45
59718;Tomato Big(Nepali);21/01/2016;Kg;40;50;45
59793;Tomato Big(Nepali);22/01/2016;Kg;40;50;45
59868;Tomato Big(Nepali);23/01/2016;Kg;40;50;45
59942;Tomato Big(Nepali);24/01/2016;Kg;40;50;45
